gross,movie_title
380838870,Finding Nemo 
51676606,Finding Neverland 
52850,Finishing the Game: The Search for a New Bruce Lee 
46700000,Firefox 
33451479,Fireproof 
15100000,Firestarter 
48745150,Firewall 
37600435,First Knight 
40542,"First Love, Last Rites "
373060,Fish Tank 
33574332,Flags of Our Fathers 
4234040,Flash of Genius 
94900000,Flashdance 
61490000,Flatliners 
4485485,Flawless 
17100000,Fled 
20998709,Flicka 
14587732,Flight of the Intruder 
21009180,Flight of the Phoenix 
93749203,Flight 
89706988,Flightplan 
1752214,Flipped 
20047715,Flipper 
14891000,Flirting with Disaster 
92969824,Flubber 
64459316,Flushed Away 
13082288,Flyboys 
53846915,Focus 
4417124,"Food, Inc. "
6026908,Foolish 
70224196,Fool's Gold 
80000000,Footloose 
80000000,Footloose 
1243961,"For a Good Time, Call... "
37721949,For Colored Girls 
35168395,For Love of the Game 
5542025,For Your Consideration 
62300000,For Your Eyes Only 
62877175,Forgetting Sarah Marshall 
5204007,Formula 51 
329691196,Forrest Gump 
73678,Fort McCoy 
6739141,Fortress 
74484168,Four Brothers 
120136047,Four Christmases 
304137,Four Lions 
4301331,Four Rooms 
52700832,Four Weddings and a Funeral 
13103828,Frailty 
4063238,Frances Ha 
35287788,Frankenweenie 
100675,Freakonomics 
110222438,Freaky Friday 
14249005,Freddy Got Fingered 
82163317,Freddy vs. Jason 
34872293,Freddy's Dead: The Final Nightmare 
55747724,Free Birds 
20389967,Free State of Jones 
140987,Free Style 
36581633,Freedom Writers 
532988,Freeheld 
44983704,Frequency 
25776062,Frida 
32983713,Friday After Next 
19100000,Friday the 13th Part 2 
36200000,Friday the 13th Part III 
19170001,Friday the 13th Part VII: The New Blood 
14343976,Friday the 13th Part VIII: Jason Takes Manhattan 
21300000,Friday the 13th: A New Beginning 
32600000,Friday the 13th: The Final Chapter 
27900000,Friday 
55802754,Friends with Benefits 
13367101,Friends with Money 
18298649,Fright Night 
1400000,From a Whisper to a Scream 
25753840,From Dusk Till Dawn 
31598308,From Hell 
31598308,From Hell 
4922166,From Justin to Kelly 
23324666,From Paris with Love 
24800000,From Russia with Love 
18593156,Frost/Nixon 
2508841,Frozen River 
400736600,Frozen 
16097842,Fruitvale Station 
173783,Fuel 
2506446,Full Frontal 
9402410,Fun Size 
110332737,Fun with Dick and Jane 
1294640,Funny Games 
51814190,Funny People 
220914,Fur: An Imaginary Portrait of Diane Arbus 
350034110,Furious 7 
17596256,Furry Vengeance 
85707116,Fury 
48154732,G.I. Jane 
122512052,G.I. Joe: Retaliation 
150167630,G.I. Joe: The Rise of Cobra 
71423726,Galaxy Quest 
20488579,Gamer 
77679638,Gangs of New York 
45996718,Gangster Squad 
4958,Gangster's Paradise: Jerusalema 
26781723,Garden State 
28424210,Garfield 2 
75367693,Garfield 
12339633,Gattaca 
113155,Gentlemen Broncos 
105263257,George of the Jungle 
241816,George Washington 
18882880,Georgia Rule 
236266,Gerry 
14967182,Get Carter 
90353764,Get Hard 
60923325,Get Him to the Greek 
9176553,Get Low 
5731103,Get on the Bus 
30513940,Get on Up 
11560259,Get Over It 
30981850,Get Rich or Die Tryin' 
72077000,Get Shorty 
130313314,Get Smart 
10494494,Getaway 
10769960,Gettysburg 
119420252,G-Force 
3300230,Ghost Dog: The Way of the Samurai 
51774002,Ghost Rider: Spirit of Vengeance 
115802596,Ghost Rider 
30079316,Ghost Ship 
13214030,Ghost Town 
6200756,Ghost World 
217631306,Ghost 
118099659,Ghostbusters 
118099659,Ghostbusters 
8434601,Ghosts of Mars 
13052741,Ghosts of Mississippi 
5660084,Gigli 
4903000,Girl 6 
11634362,Girl with a Pearl Earring 
28871190,"Girl, Interrupted "
187670866,Gladiator 
11860839,Glee: The 3D Concert Movie 
10725228,Glengarry Glen Ross 
4273372,Glitter 
42643187,Glory Road 
26830000,Glory 
26830000,Glory 
178739,Go for It! 
16842303,Go 
4280577,Goal! The Dream Begins 
12870569,Gods and Generals 
6390032,Gods and Monsters 
20773070,God's Not Dead 2 
31141074,Gods of Egypt 
14334645,Godsend 
17797316,Going the Distance 
106635996,GoldenEye 
51100000,Goldfinger 
167735396,Gone Girl 
101643008,Gone in Sixty Seconds 
198655278,Gone with the Wind 
37566230,Good Boy! 
35010192,Good Deeds 
15542,Good Dick 
316842,Good Kill 
35000629,Good Luck Chuck 
123922370,"Good Morning, Vietnam "
31501218,"Good Night, and Good Luck. "
138339411,Good Will Hunting 
23091,Good 
46836394,Goodfellas 
80021740,Goosebumps 
80021740,Goosebumps 
11798,Gory Gory Hallelujah 
41300105,Gosford Park 
5108820,Gossip 
59588068,Gothika 
2507106,Grace Unplugged 
2955039,Gracie 
148085755,Gran Torino 
6088249,Grandma's Boy 
274084951,Gravity 
181360000,Grease 
116593191,Green Lantern 
3219029,Green Room 
35024475,Green Zone 
41482207,Gremlins 2: The New Batch 
148170000,Gremlins 
38432823,Gridiron Gang 
25031037,Grindhouse 
1114943,Groove 
28014536,Grosse Pointe Blank 
70906973,Groundhog Day 
133668525,Grown Ups 2 
162001186,Grown Ups 
29802761,Grudge Match 
333130696,Guardians of the Galaxy 
67962333,Guess Who 
227241,Guiana 1838 
42776259,Gulliver's Travels 
1631839,Gun Shy 
7564000,Hackers 
29997095,"Hail, Caesar! "
118823091,Hairspray 
17278980,Half Baked 
2694973,Half Nelson 
15361537,Half Past Dead 
45045037,Hall Pass 
17768000,Halloween 4: The Return of Michael Myers 
11642254,Halloween 5 
33386128,Halloween II 
33386128,Halloween II 
14400000,Halloween III: Season of the Witch 
30259652,Halloween: Resurrection 
15126948,Halloween: The Curse of Michael Myers 
47000000,Halloween 
47000000,Halloween 
47000000,Halloween 
4881867,Hamlet 2 
4414535,Hamlet 
4414535,Hamlet 
227946274,Hancock 
36037909,Hanging Up 
40247512,Hanna 
79566871,Hannah Montana: The Movie 
27667947,Hannibal Rising 
55682070,Hansel & Gretel: Witch Hunters 
15519841,Happily N'Ever After 
3000000,Happiness 
30084,Happy Christmas 
63992328,Happy Feet 2 
197992827,Happy Feet 
38624000,Happy Gilmore 
1943649,"Happy, Texas "
1007962,Hard Candy 
19819494,Hard Rain 
40219708,Hardball 
96734,Hardflip 
7434726,Harley Davidson and the Marlboro Man 
38087366,Harold & Kumar Escape from Guantanamo Bay 
18225165,Harold & Kumar Go to White Castle 
26539321,Harriet the Spy 
1818681,Harry Brown 
261970615,Harry Potter and the Chamber of Secrets 
289994397,Harry Potter and the Goblet of Fire 
301956980,Harry Potter and the Half-Blood Prince 
292000866,Harry Potter and the Order of the Phoenix 
249358727,Harry Potter and the Prisoner of Azkaban 
317557891,Harry Potter and the Sorcerer's Stone 
3335839,Harsh Times 
19076815,Hart's War 
56007,Harvard Man 
2301777,Hav Plenty 
18934858,Haywire 
21554585,He Got Game 
37788228,Head of State 
10397365,Head Over Heels 
40334024,Heartbreakers 
24185781,Hearts in Atlantis 
91443253,Heaven Is for Real 
3049135,Heavenly Creatures 
1500000,Heaven's Gate 
3029081,Hedwig and the Angry Inch 
4692814,Held Up 
75754670,Hellboy II: The Golden Army 
59035104,Hellboy 
14564027,Hellraiser 
10161099,Henry V 
25556065,Her 
66002004,Herbie Fully Loaded 
72660029,Hercules 
72660029,Hercules 
45290318,Here Comes the Boom 
10494147,Here on Earth 
32741596,Hereafter 
93952276,He's Just Not That Into You 
382946,Hesher 
13684949,Hey Arnold! The Movie 
67286731,Hidalgo 
51097664,Hide and Seek 
41543207,High Crimes 
27277055,High Fidelity 
226792,High Heels and Low Lifes 
90556401,High School Musical 3: Senior Year 
841206,Higher Ground 
12801190,Highlander: Endgame 
13829734,Highlander: The Final Dimension 
5900000,Highlander 
13746550,Hit and Run 
177575142,Hitch 
39687528,Hitman 
703002,Hobo with a Shotgun 
39514713,Hocus Pocus 
24276500,Hoffa 
67325559,Holes 
73209340,Hollow Man 
4839383,Hollywood Ending 
30013346,Hollywood Homicide 
5228617,Hollywood Shuffle 
12065985,Holy Man 
173585516,Home Alone 2: Lost in New York 
285761243,Home Alone 
17518220,Home for the Holidays 
10443316,Home Fries 
50026353,Home on the Range 
2859955,Home Run 
177343675,Home 
177343675,Home 
177343675,Home 
19783777,Homefront 
30222640,Honey 
10134754,Hoodwinked Too! Hood vs. Evil 
51053787,Hoodwinked! 
119654900,Hook 
7830611,Hoop Dreams 
8080116,Hoot 
108012170,Hop 
60033780,Hope Floats 
63536011,Hope Springs 
54414716,Horrible Bosses 2 
117528646,Horrible Bosses 
34636443,Hostage 
17544812,Hostel: Part II 
47277326,Hostel 
23618786,Hot Fuzz 
34507079,Hot Pursuit 
13920741,Hot Rod 
12282677,Hot Tub Time Machine 2 
50213619,Hot Tub Time Machine 
73023275,Hotel for Dogs 
23472900,Hotel Rwanda 
169692572,Hotel Transylvania 2 
148313048,Hotel Transylvania 
31607598,House at the End of the Street 
12583510,House of 1000 Corpses 
371081,House of D 
13005485,House of Sand and Fog 
32048809,House of Wax 
32048809,House of Wax 
40846082,House on Haunted Hill 
19281235,House Party 2 
30212620,How Do You Know 
31155435,How High 
7070459,How She Move 
37672350,How Stella Got Her Groove Back 
260031035,How the Grinch Stole Christmas 
13960203,How to Be a Player 
46813366,How to Be Single 
14108518,How to Deal 
105807520,How to Lose a Guy in 10 Days 
2775593,How to Lose Friends & Alienate People 
176997107,How to Train Your Dragon 2 
217387997,How to Train Your Dragon 
16295774,Howard the Duck 
25967000,Howards End 
17218080,Hudson Hawk 
73820094,Hugo 
132122995,Hulk 
104257,Human Traffic 
334041,Hurricane Streets 
22201636,Hustle & Flow 
256386216,I Am Legend 
55092830,I Am Number Four 
40270895,I Am Sam 
51697449,I Can Do Bad All by Myself 
9639242,I Don't Know How She Does It 
6543194,I Dreamed of Africa 
10305534,I Got the Hook Up 
12784713,I Heart Huckabees 
1425993,I Hope They Serve Beer in Hell 
72219395,I Know What You Did Last Summer 
2035566,I Love You Phillip Morris 
14793904,"I Love You, Beth Cooper "
33598,"I Love You, Don't Touch Me! "
71347010,"I Love You, Man "
2580,I Love Your Work 
203134,I Married a Strange Person! 
334658,I Origins 
92401,I Spit on Your Grave 
33105600,I Spy 
39989008,I Still Know What You Did Last Summer 
12550242,I Think I Love My Wife 
194568,I Want Someone to Eat Cheese With 
425899,I Want Your Money 
19059018,"I, Frankenstein "
144795350,"I, Robot "
161317423,Ice Age: Continental Drift 
196573705,Ice Age: Dawn of the Dinosaurs 
195329763,Ice Age: The Meltdown 
176387405,Ice Age 
24381334,Ice Princess 
134455175,Identity Thief 
51475962,Identity 
438653,Idiocracy 
4002955,Idle Hands 
12549485,Idlewild 
50461335,If I Stay 
4681503,Igby Goes Down 
836641,Illuminata 
4001121,I'm Not There. 
228524,Imaginary Heroes 
671240,Imagine Me & You 
16088610,Imagine That 
83503161,Immortals 
6114237,Impostor 
63826569,In & Out 
7757130,In Bruges 
11900000,In Dreams 
45489752,In Good Company 
721,In Her Line of Fire 
35918429,In the Bedroom 
2856622,In the Company of Men 
4717455,In the Cut 
24985612,In the Heart of the Sea 
11043445,In the Land of Women 
4535117,In the Name of the King: A Dungeon Siege Tale 
1134049,In the Shadow of the Moon 
6777589,In the Valley of Elah 
37553932,In Time 
14003141,In Too Deep 
292568851,Inception 
36830,Incident at Loch Ness 
102315545,Independence Day: Resurgence 
306124059,Independence Day 
317011114,Indiana Jones and the Kingdom of the Crystal Skull 
197171806,Indiana Jones and the Last Crusade 
179870271,Indiana Jones and the Temple of Doom 
4063,Inescapable 
1150403,Infamous 
120523073,Inglourious Basterds 
8093318,Inherent Vice 
17281832,Inkheart 
653621,Inside Deep Throat 
4311834,Inside Job 
13214255,Inside Llewyn Davis 
88504640,Inside Man 
356454367,Inside Out 
83574831,Insidious: Chapter 2 
52200504,Insidious: Chapter 3 
53991137,Insidious 
67263182,Insomnia 
97360069,Inspector Gadget 
34098563,Instinct 
129995817,Insurgent 
187991439,Interstellar 
47329,Interview with the Assassin 
105264608,Interview with the Vampire: The Vampire Chronicles 
18472363,Into the Blue 
47553512,Into the Storm 
18352454,Into the Wild 
127997349,Into the Woods 
35096190,Intolerable Cruelty 
4884663,Invaders from Mars 
37479778,Invictus 
220234,Ira & Abby 
1292119,Iris 
312057433,Iron Man 2 
408992272,Iron Man 3 
318298180,Iron Man 
14375181,Ishtar 
2954405,Isn't She Great 
14673301,It Follows 
46300000,"It's a Mad, Mad, Mad, Mad World "
120620,It's All Gone Pete Tong 
112703470,It's Complicated 
6350058,It's Kind of a Funny Story 
37304950,J. Edgar 
74158157,Jack and Jill 
80033643,Jack Reacher 
80033643,Jack Reacher 
50549107,Jack Ryan: Shadow Recruit 
65171860,Jack the Giant Slayer 
117224271,Jackass 3D 
72755517,Jackass Number Two 
64267897,Jackass: The Movie 
39647595,Jackie Brown 
9795017,Jade 
4956401,Jakob the Liar 
1512815,Jane Got a Gun 
62647540,Jarhead 
108521835,Jason Bourne 
15935068,Jason Goes to Hell: The Final Friday 
19472057,Jason Lives: Friday the 13th Part VI 
12610731,Jason X 
3071947,Jawbreaker 
102922376,Jaws 2 
20763013,Jaws: The Revenge 
260000000,Jaws 
30059386,Jay and Silent Bob Strike Back 
35143332,Jeepers Creepers II 
37470017,Jeepers Creepers 
4244155,"Jeff, Who Lives at Home "
2474000,Jefferson in Paris 
16204793,Jennifer's Body 
153620822,Jerry Maguire 
47034272,Jersey Boys 
25266129,Jersey Girl 
1282084,Jesus' Son 
70405498,JFK 
80920948,Jimmy Neutron: Boy Genius 
399879,Jindabyne 
60573641,Jingle All the Way 
27087695,Joe Dirt 
22770864,Joe Somebody 
371897,Joe 
73058679,John Carter 
71026631,John Q 
8129455,Johnny English Reborn 
27972410,Johnny English 
31179516,Johnson Family Vacation 
10539414,Jonah Hex 
25571351,Jonah: A VeggieTales Movie 
14252830,Josie and the Pussycats 
103812241,Journey 2: The Mysterious Island 
101702060,Journey to the Center of the Earth 
21973182,Joy Ride 
56443482,Joy 
30920167,Joyful Noise 
94125426,Julie & Julia 
80170146,Jumper 
37295394,Jumping the Broom 
143492840,Juno 
143492840,Juno 
47375327,Jupiter Ascending 
181166115,Jurassic Park III 
356784000,Jurassic Park 
652177271,Jurassic World 
103028109,Just Go with It 
48291624,Just Like Heaven 
39852,Just Looking 
56127162,Just Married 
17324744,Just My Luck 
4777007,Just Visiting 
21520719,Just Wright 
73000942,Justin Bieber: Never Say Never 
13571817,Juwanna Mann 
35168677,K-19: The Widowmaker 
4109095,Kama Sutra: A Tale of Love 
66734992,Kangaroo Jack 
1292527,Kansas City 
47095453,Kate & Leopold 
25240988,Katy Perry: Part of Me 
20566327,Keanu 
37036404,Keeping the Faith 
4328294,Keeping Up with the Steins 
7705974,Kevin Hart: Laugh at My Pain 
32230907,Kevin Hart: Let Me Explain 
28751715,Kick-Ass 2 
48043505,Kick-Ass 
52580895,Kicking & Screaming 
7417210,Kids 
70098138,Kill Bill: Vol. 1 
66207920,Kill Bill: Vol. 2 
26297,Kill List 
2445646,Kill the Messenger 
25093607,Killer Elite 
1987762,Killer Joe 
47000485,Killers 
14938570,Killing Them Softly 
418953,Killing Zoe 
91457688,Kindergarten Cop 
218051260,King Kong 
218051260,King Kong 
218051260,King Kong 
47396698,Kingdom of Heaven 
17000000,Kingdom of the Spiders 
24944213,Kingpin 
4006906,King's Ransom 
10214647,Kinsey 
4235837,Kiss Kiss Bang Bang 
14942422,Kiss of Death 
36833473,Kiss of the Dragon 
31937,Kiss the Bride 
60491560,Kiss the Girls 
7022940,Kissing Jessica Stein 
17655201,Kit Kittredge: An American Girl 
1602466,Kites 
76418654,Knight and Day 
10076136,Knock Off 
11632420,Knockaround Guys 
148734225,Knocked Up 
79948113,Knowing 
50173190,K-PAX 
42592530,Krampus 
5532301,Kundun 
165230261,Kung Fu Panda 2 
143523463,Kung Fu Panda 3 
215395021,Kung Fu Panda 
16033556,Kung Pow: Enter the Fist 
20186,L!fe Happens 
64604977,L.A. Confidential 
1141829,L.I.E. 
54215416,La Bamba 
13362308,Labor Day 
74540762,Ladder 49 
42272747,Lady in the Water 
1705139,Lady in White 
23807,Lake of Fire 
31768374,Lake Placid 
39263506,Lakeview Terrace 
20433940,Land of the Dead 
49392095,Land of the Lost 
65653758,Lara Croft Tomb Raider: The Cradle of Life 
131144183,Lara Croft: Tomb Raider 
35565975,Larry Crowne 
15655665,Larry the Cable Guy: Health Inspector 
5949693,Lars and the Real Girl 
50016394,Last Action Hero 
38360195,Last Holiday 
2326407,Last Orders 
63910583,Last Vegas 
819939,Latter Days 
73343413,Law Abiding Citizen 
6000000,Lawrence of Arabia 
17848322,Laws of Attraction 
2338695,Layer Cake 
12561,Leap Year 
31199215,Leatherheads 
31968347,Leaving Las Vegas 
116631310,Lee Daniels' The Butler 
13998282,Left Behind 
13998282,Left Behind 
49851591,Legal Eagles 
89808372,"Legally Blonde 2: Red, White & Blonde "
95001351,Legally Blonde 
55673333,Legend of the Guardians: The Owls of Ga'Hoole 
1865774,Legend 
8460990,Legends of Oz: Dorothy's Return 
66528842,Legends of the Fall 
40168080,Legion 
148775460,Les Misérables 
12134420,Let Me In 
144731527,Lethal Weapon 3 
129734803,Lethal Weapon 4 
82389560,Let's Be Cops 
4613815,Let's Go to Prison 
2848578,Letters to God 
53021560,Letters to Juliet 
181395380,Liar Liar 
34667015,Licence to Kill 
43792641,License to Wed 
15561627,Life as a House 
278821,Life During Wartime 
124976634,Life of Pi 
14448589,Life or Something Like It 
5871603,Light It Up 
1100000,Light Sleeper 
56536016,Lights Out 
3388210,Like Crazy 
51432423,Like Mike 
145771527,Lilo & Stitch 
1997807,Limbo 
182204440,Lincoln 
14998070,Lions for Lambs 
112521,Lisa Picard Is Famous 
20422207,Little Black Book 
6420319,Little Boy 
5459824,Little Children 
148383780,Little Fockers 
59889948,Little Miss Sunshine 
39442871,Little Nicky 
38747385,Little Shop of Horrors 
4595000,Little Voice 
50003300,Little Women 
58255287,Littleman 
35400000,Live and Let Die 
134520804,Live Free or Die Hard 
12902790,Living Out Loud 
27979400,Loaded Weapon 1 
3650677,"Lock, Stock and Two Smoking Barrels "
2468,Locker 13 
14291570,Lockout 
25000000,Logan's Run 
62401264,London Has Fallen 
12667,London 
13269963,Lone Star 
125069696,Lone Survivor 
12200000,Lone Wolf McQuade 
154077,Lonesome Jim 
20950820,Looney Tunes: Back in Action 
66468315,Looper 
24127895,Lord of War 
11008432,Lords of Dogtown 
15464026,Loser 
69102910,Lost in Space 
44566004,Lost in Translation 
16779636,Lost Souls 
24708699,Lottery Ticket 
27441122,Love & Basketball 
32357532,Love & Other Drugs 
59365105,Love Actually 
2542264,Love and Death on Long Island 
212285,Love and Other Catastrophes 
22927390,Love Happens 
4584886,Love in the Time of Cholera 
12514138,Love Jones 
134904,Love Ranch 
2800000,Love Stinks 
26284475,Love the Coopers 
4186931,Lovely & Amazing 
124720,"Lovely, Still "
54606,Lucky Break 
22494487,Lucky Number Slevin 
22494487,Lucky Number Slevin 
10014234,Lucky Numbers 
5755286,Lucky You 
126546825,Lucy 
428535,Luminarias 
8460995,MacGruber 
7268659,Machete Kills 
26589953,Machete 
537580,Machine Gun Preacher 
10556196,Mad City 
8044906,Mad Hot Ballroom 
9003011,Mad Max 2: The Road Warrior 
36200000,Mad Max Beyond Thunderdome 
153629485,Mad Max: Fury Road 
20668843,Mad Money 
216366733,Madagascar 3: Europe's Most Wanted 
179982968,Madagascar: Escape 2 Africa 
193136719,Madagascar 
1094798,Made in Dagenham 
46012734,Made of Honor 
90485233,Madea Goes to Jail 
5308707,Made 
63231524,Madea's Family Reunion 
65623128,Madea's Witness Protection 
508867,Madison 
131175,Maggie 
66009973,Magic Mike XXL 
113709992,Magic Mike 
22450975,Magnolia 
93815117,Maid in Manhattan 
14873,Major Dundee 
49797148,Major League 
48169908,Malcolm X 
241407328,Maleficent 
34308901,Malibu's Most Wanted 
2122561,Mallrats 
3060858,Malone 
71588220,Mama 
6239558,Mambo Italiano 
143704210,Mamma Mia! 
291021565,Man of Steel 
19118247,Man of the House 
37442180,Man of the Year 
18600911,Man on a Ledge 
77862546,Man on Fire 
34580635,Man on the Moon 
2957978,Man on Wire 
8324748,Mandela: Long Walk to Freedom 
74205,Manderlay 
12843,Maniac 
4806750,Mao's Last Dancer 
1000000,March or Die 
1646664,Marci X 
46495,Margaret 
5354039,Margin Call 
15962471,Marie Antoinette 
333658,Marilyn Hotchkiss' Ballroom Dancing and Charm School 
143151473,Marley & Me 
33643461,Marmaduke 
1506998,Married Life 
37754208,Mars Attacks! 
21379315,Mars Needs Moms 
2981638,Martha Marcy May Marlene 
7486906,Martian Child 
19184015,Martin Lawrence Live: Runteldat 
12782508,Marvin's Room 
102300000,Mary Poppins 
5600000,Mary Reilly 
533344,Masked and Anonymous 
93926386,Master and Commander: The Far Side of the World 
23089926,Match Point 
3130592,Maurice 
17292381,Max Keeble's Big Move 
40687294,Max Payne 
42652003,Max 
14095303,Maximum Risk 
145540,May 
44469602,"McFarland, USA "
1186957,Me and Orson Welles 
3885134,Me and You and Everyone We Know 
56154094,Me Before You 
90567722,"Me, Myself & Irene "
603943,Mean Creek 
86049418,Mean Girls 
92191,Mean Machine 
32645,Mean Streets 
45500797,Medicine Man 
977600,Meek's Cutoff 
11802056,Meet Dave 
44606335,Meet Joe Black 
4308981,Meet the Deedles 
279167575,Meet the Fockers 
166225040,Meet the Parents 
38232624,Meet the Spartans 
5333658,Megaforce 
148337537,Megamind 
5974653,Megiddo: The Omega Code 2 
3029870,Melancholia 
25530884,Memento 
57010853,Memoirs of a Geisha 
14358033,Memoirs of an Invisible Man 
179020854,Men in Black 3 
190418803,Men in Black II 
250147615,Men in Black 
48814909,Men of Honor 
4239767,Men with Brooms 
27900000,Menace II Society 
32940507,Mercury Rising 
32940507,Mercury Rising 
171988,Mercy Streets 
52799004,Message in a Bottle 
3419967,Metallica Through the Never 
2938208,Metropolitan 
3330,Mi America 
49024969,Michael Clayton 
11030963,Michael Collins 
18642318,Michael Jordan to the Max 
33864342,Mickey Blue Eyes 
78030,Middle of Nowhere 
56816662,Midnight in Paris 
25078937,Midnight in the Garden of Good and Evil 
38413606,Midnight Run 
3707794,Midnight Special 
50628009,Mighty Joe Young 
31838002,Milk 
36447959,Million Dollar Arm 
100422786,Million Dollar Baby 
4476235,Mindhunters 
336029560,Minions 
132014112,Minority Report 
7916887,Miracle at St. Anna 
64371181,Miracle 
61693523,Miracles from Heaven 
64933670,Mirror Mirror 
864959,Mirrormask 
30691439,Mirrors 
48472213,Miss Congeniality 2: Armed and Fabulous 
106807667,Miss Congeniality 
4542775,Miss March 
2975649,Miss Potter 
60874615,Mission to Mars 
209364921,Mission: Impossible - Ghost Protocol 
195000874,Mission: Impossible - Rogue Nation 
215397307,Mission: Impossible II 
133382309,Mission: Impossible III 
180965237,Mission: Impossible 
16153600,Mo' Better Blues 
163245,Modern Times 
15593,Molly 
10429707,Moms' Night Out 
63695760,Mona Lisa Smile 
41008532,Money Monster 
41067398,Money Talks 
35324232,Money Train 
75605492,Moneyball 
5409517,Monkeybone 
73661010,Monster House 
34468224,Monster 
82931301,Monster-in-Law 
31252964,Monster's Ball 
268488329,Monsters University 
198332128,Monsters vs. Aliens 
289907418,"Monsters, Inc. "
237301,Monsters 
23179303,Monte Carlo 
1229197,Monty Python and the Holy Grail 
5009677,Moon 
6830957,Moonlight Mile 
62700000,Moonraker 
45507053,Moonrise Kingdom 
30993544,Morning Glory 
35927406,Mortal Kombat: Annihilation 
70360285,Mortal Kombat 
7605668,Mortdecai 
267194,Morvern Callar 
1110286,Mother and Child 
92900,Motherhood 
57386369,Moulin Rouge! 
8828771,Movie 43 
21800302,Mr 3000 
186336103,Mr. & Mrs. Smith 
32553210,Mr. Bean's Holiday 
126203320,Mr. Deeds 
82528097,Mr. Holland's Opus 
12674183,Mr. Nice Guy 
111505642,Mr. Peabody & Sherman 
68218041,Mr. Popper's Penguins 
3958500,Mr. Turner 
11034436,Mrs Henderson Presents 
219200000,Mrs. Doubtfire 
10070000,Mrs. Winterbourne 
22551000,Much Ado About Nothing 
21589307,Mud 
120618403,Mulan 
7219578,Mulholland Drive 
20101861,Multiplicity 
4554569,Mumford 
47379090,Munich 
16290976,Muppets from Space 
51178893,Muppets Most Wanted 
31874869,Murder by Numbers 
31874869,Murder by Numbers 
1523883,Murderball 
50562555,Music and Lyrics 
43894863,Must Love Dogs 
17321573,My Baby's Daddy 
19151864,My Best Friend's Girl 
126805112,My Best Friend's Wedding 
59573085,My Big Fat Greek Wedding 2 
241437427,My Big Fat Greek Wedding 
51527787,My Bloody Valentine 
866778,My Blueberry Nights 
15549702,My Boss's Daughter 
52929168,My Cousin Vinny 
85222,My Date with Drew 
34099640,My Dog Skip 
246574,My Dog Tulip 
72000000,My Fair Lady 
36830057,My Favorite Martian 
22294341,My Fellow Americans 
59847242,My Girl 
8662318,My Life in Ruins 
395592,My Life Without Me 
173066,My Name Is Bruce 
6401336,My Own Private Idaho 
49185998,My Sister's Keeper 
14637490,My Soul to Take 
14637490,My Soul to Take 
13854000,My Stepmother Is an Alien 
992238,My Summer of Love 
22526144,My Super Ex-Girlfriend 
14597405,My Week with Marilyn 
29655590,Mystery Men 
8888143,"Mystery, Alaska "
12793213,Mystic Pizza 
90135191,Mystic River 
80197993,Nacho Libre 
51109400,Naked Gun 33 1/3: The Final Insult 
25584685,Nancy Drew 
28995450,Nanny McPhee Returns 
47124400,Nanny McPhee 
44540956,Napoleon Dynamite 
10460089,Narc 
61400000,National Lampoon's Vacation 
173005002,National Treasure 
10508,Naturally Native 
100358,Neal 'N' Nikki 
17613460,Nebraska 
43568507,Need for Speed 
55291815,Neighbors 2: Sorority Rising 
150056505,Neighbors 
28876924,Nerve 
295468,Never Again 
24848292,Never Back Down 
2412045,Never Let Me Go 
55500000,Never Say Never Again 
16699684,New in Town 
18090181,New Nightmare 
54540525,New Year's Eve 
14018364,New York Minute 
10763469,New York Stories 
4584,Newlyweds 
10017041,Next Day Air 
57176582,Next Friday 
3386698,Next Stop Wonderland 
1309849,Nicholas Nickleby 
31487293,Nick and Norah's Infinite Playlist 
177243721,Night at the Museum: Battle of the Smithsonian 
113733726,Night at the Museum: Secret of the Tomb 
250863268,Night at the Museum 
32279955,Nightcrawler 
48006503,Nim's Island 
19673424,Nine 
38105077,Ninja Assassin 
13560960,Nixon 
74273505,No Country for Old Men 
1430185,No End in Sight 
27285953,No Escape 
52543632,No Good Deed 
43097652,No Reservations 
70625986,No Strings Attached 
101160529,Noah 
91439400,Non-Stop 
18324242,North Country 
1420578,Northfork 
37882551,Not Another Teen Movie 
35688,Not Cool 
10572742,Not Easily Broken 
17508670,Notes on a Scandal 
12438,Nothing But a Man 
44455658,Nothing to Lose 
116006080,Notting Hill 
191309,November 
2025238,Novocaine 
64685359,Now You See Me 2 
117698894,Now You See Me 
1445366,Nowhere Boy 
6173485,Nowhere in Africa 
22189039,Nowhere to Run 
2592808,N-Secure 
25167270,Nurse Betty 
123307945,Nutty Professor II: The Klumps 
45506619,"O Brother, Where Art Thou? "
16017403,O 
16017403,O 
89021735,Oblivion 
23993605,Observe and Report 
3122616,Obvious Child 
183405771,Ocean's Eleven 
117144465,Ocean's Thirteen 
125531634,Ocean's Twelve 
5355847,October Baby 
67900000,Octopussy 
27689474,Oculus 
10824921,Office Space 
49474048,Old Dogs 
255352,Old Joy 
74608545,Old School 
1987287,Oliver Twist 
16800000,Oliver! 
98895417,Olympus Has Fallen 
38590500,On Deadly Ground 
22800000,On Her Majesty's Secret Service 
4356743,On the Line 
717753,On the Road 
9600000,On the Waterfront 
144431,Once in a Lifetime: The Extraordinary Story of the New York Cosmos 
5300000,Once Upon a Time in America 
55845943,Once Upon a Time in Mexico 
9437933,Once 
548934,Ondine 
13766014,One Day 
