title,gross,valence,arousal,dominance
Pet Sematary ,57469179,0.843499988,0.394500002,0.392499998
Bill & Ted's Excellent Adventure ,40485039,0.748199999,0.626400003,0.6833
Beauty Shop ,36310118,0.839250013,0.572750017,0.621749997
Revolutionary Road ,22877808,0.655999998,0.579666684,0.574666669
Yogi Bear ,100169068,0.522500001,0.443500005,0.431000002
Becoming Jane ,18663911,0.640999973,0.583000004,0.643000007
The Roommate ,37300107,0.75,0.481000006,0.479999989
The Spirit ,19781879,0.740999997,0.60133334,0.633333345
The Game Plan ,90636983,0.782200015,0.561600006,0.630199987
Good Deeds ,35010192,0.803199995,0.375199997,0.64059999
The Straight Story ,6197866,0.659999996,0.351999998,0.686500013
Undisputed ,12398628,0.646000028,0.588,0.672999978
Live Free or Die Hard ,134520804,0.477666668,0.661999987,0.550888893
The Visual Bible: The Gospel of John ,4068087,0.693799996,0.366600001,0.5264
The Full Monty ,45857453,0.734999985,0.328500003,0.757499993
In the Heart of the Sea ,24985612,0.857750013,0.463749997,0.680250004
Prison ,354704,0.091500003,0.665499985,0.399499997
Miracle ,64371181,0.919499993,0.671000004,0.748999983
The Princess Diaries 2: Royal Engagement ,95149435,0.834428583,0.552857144,0.724857134
Dylan Dog: Dead of Night ,1183354,0.404166661,0.559833328,0.437833339
The Mothman Prophecies ,35228696,0.746999979,0.691999972,0.75
War Horse ,79883359,0.328499995,0.701000005,0.627999991
Practical Magic ,46611204,0.721142845,0.546000008,0.603285713
Analyze That ,32122249,0.645999998,0.509000003,0.781999975
The Crew ,13019253,0.603999972,0.59799999,0.735000014
Treasure Planet ,38120554,0.793166657,0.502000004,0.773000002
Dressed to Kill ,31899000,0.29733333,0.733333329,0.592333327
Escobar: Paradise Lost ,106869,0.537,0.601500005,0.472000003
Mama ,71588220,0.860000014,0.412999988,0.727999985
Horrible Bosses ,117528646,0.143666668,0.704999983,0.601999998
Return to the Blue Lagoon ,2807854,0.594250016,0.25,0.353500001
The Gallows ,22757819,0.166999996,0.712000012,0.421999991
Talk Radio ,3468572,0.703000009,0.373999998,0.475999996
Flipped ,1752214,0.416999981,0.539999992,0.390000001
When a Stranger Calls ,47860214,0.544500001,0.524249986,0.473500006
Dear John ,80014842,0.720999986,0.407999992,0.478
Lars and the Real Girl ,5949693,0.729499996,0.541000009,0.579999998
Death Becomes Her ,58422650,0.248333324,0.691333354,0.598999997
Epic ,107515297,0.856999993,0.713,0.829999983
E.T. the Extra-Terrestrial ,434949459,0.599000007,0.481999993,0.663500011
Hostel ,47277326,0.479000002,0.5,0.398000002
Road House ,30050028,0.67400001,0.322750006,0.506000005
The Young Victoria ,10991381,0.854000002,0.665499985,0.687000006
Hav Plenty ,2301777,0.830000013,0.673500001,0.784500003
The Machinist ,1082044,0.49000001,0.59799999,0.721000016
Super ,322157,0.843999982,0.662999988,0.779999971
"I Love You, Beth Cooper ",14793904,0.895777775,0.489555551,0.652666668
The Man Who Knew Too Little ,13801755,0.580500007,0.452,0.577500008
The Texas Chainsaw Massacre: The Beginning ,39511038,0.545599999,0.663000011,0.639400005
Boiler Room ,16938179,0.68824999,0.384749994,0.493500002
Escape from New York ,25244700,0.597250007,0.633000001,0.534000009
Poetic Justice ,27515786,0.813749999,0.359999992,0.551499993
Rock of Ages ,38509342,0.379600006,0.258200002,0.423599994
"Blood In, Blood Out ",4496583,0.218999997,0.684000015,0.584999979
Undiscovered ,1046166,0.437999994,0.347000003,0.261000007
The Midnight Meat Train ,73548,0.664999998,0.581999999,0.602199996
The Glimmer Man ,20400913,0.638000011,0.527500004,0.631000005
We Are Marshall ,43532294,0.469000012,0.610000014,0.819000006
Only the Strong ,3273588,0.770999998,0.780999988,0.889999986
Urban Legend ,38048637,0.699000001,0.523499995,0.696999997
Six-String Samurai ,124494,0.475999989,0.395,0.477249995
Cellular ,32003620,0.643000007,0.398000002,0.51700002
The Bucket List ,93452056,0.457999994,0.233333329,0.390000006
Casino Jack ,1039869,0.506333331,0.511333336,0.504666676
Free Style ,140987,0.821333349,0.449999998,0.594000022
Employee of the Month ,28435406,0.630666673,0.310000002,0.418666671
The Secret Life of Walter Mitty ,58229120,0.515499989,0.499666666,0.566166664
Chain Letter ,143000,0.551799995,0.329400003,0.433199996
All Good Things ,578382,0.743999998,0.338,0.539833322
Kit Kittredge: An American Girl ,17655201,0.661500007,0.458000019,0.431499988
Frequency ,44983704,0.56099999,0.556999981,0.537
The Nutty Professor ,128769345,0.550000012,0.357500002,0.496000007
Before Sunrise ,5400000,0.823000014,0.347000003,0.639999986
The Fog ,21378000,0.50999999,0.213,0.25999999
The Iron Giant ,23159305,0.515000015,0.539000012,0.691750005
The Salton Sea ,676698,0.833000004,0.352999985,0.588999987
Dickie Roberts: Former Child Star ,22734486,0.847000003,0.46633335,0.485666662
Sex Drive ,8396942,0.713999987,0.81400001,0.708499998
Billy Elliot ,21994911,0.49000001,0.397000015,0.375
30 Days of Night ,39568996,0.663333317,0.358333329,0.42233334
Mean Girls ,86049418,0.512,0.500200009,0.503200001
Four Weddings and a Funeral ,52700832,0.574999997,0.484799999,0.476800007
Beasts of the Southern Wild ,12784397,0.305999998,0.711249992,0.673749998
Punch-Drunk Love ,17791031,0.631555554,0.64077778,0.575111108
"Surfer, Dude ",36497,0.756500006,0.528499991,0.584500015
Little Black Book ,20422207,0.534999991,0.301166665,0.437999999
Dumb & Dumber ,127175354,0.187999994,0.330000013,0.150999993
"Welcome Home, Roscoe Jenkins ",42168445,0.813333323,0.42566667,0.578499993
Midnight Special ,3707794,0.776599991,0.496000004,0.747000003
But I'm a Cheerleader ,2199853,0.810499996,0.757499993,0.53050001
Four Lions ,304137,0.541999996,0.498500004,0.532499984
Ghosts of Mississippi ,13052741,0.262499988,0.759499997,0.386500001
Love and Death on Long Island ,2542264,0.673499998,0.525600001,0.593199995
Lake of Fire ,23807,0.420666665,0.64366667,0.620999992
True Romance ,12281500,0.938000023,0.558999985,0.682000011
Machine Gun Preacher ,537580,0.402666663,0.602666676,0.720333338
Changing Lanes ,66790248,0.559749991,0.502250001,0.502250001
In the Shadow of the Moon ,1134049,0.487499982,0.287999995,0.352499999
Trading Places ,90400000,0.589666665,0.469000012,0.597666661
For Colored Girls ,37721949,0.768428581,0.432428573,0.396428568
Texas Rangers ,623374,0.526000023,0.545000017,0.704999983
Ocean's Eleven ,183405771,0.670666675,0.291666667,0.568000019
Stiff Upper Lips ,69582,0.44050001,0.458999991,0.634249993
Street Fighter: The Legend of Chun-Li ,8742261,0.68933334,0.534333328,0.682000001
The Twilight Saga: Breaking Dawn - Part 2 ,292298923,0.576111108,0.36766666,0.455111113
The X Files ,83892374,0.474333336,0.382666667,0.500999997
Four Rooms ,4301331,0.68599999,0.307250001,0.461999997
I Don't Know How She Does It ,9639242,0.69933333,0.390999993,0.614333332
Original Sin ,16252765,0.548444443,0.563111107,0.642999993
Unfinished Business ,10214013,0.426000009,0.479000002,0.497666667
Dead Man Down ,10880926,0.426400009,0.590199995,0.569000012
Superman Returns ,200069408,0.773499995,0.603000015,0.69600001
The Hunger Games: Mockingjay - Part 2 ,281666058,0.501571429,0.504571429,0.401857142
Lost in Translation ,44566004,0.548999995,0.48325,0.420249999
The Jungle Book 2 ,47887943,0.684749991,0.334500002,0.525000006
God's Not Dead 2 ,20773070,0.425000001,0.529749997,0.555749997
Friday the 13th Part III ,36200000,0.484199995,0.393599999,0.368399996
DOA: Dead or Alive ,480314,0.336999997,0.646666666,0.493000011
Deep Blue Sea ,73648142,0.609500013,0.295749992,0.456
Straw Dogs ,10324441,0.47966666,0.513333331,0.387999997
N-Secure ,2592808,0.810333331,0.348,0.862333318
Radio Flyer ,4651977,0.526500002,0.351000011,0.359999999
Bobby Jones: Stroke of Genius ,2694071,0.719999999,0.553499997,0.708000004
Friday the 13th Part VIII: Jason Takes Manhattan ,14343976,0.541499997,0.417499999,0.364999995
Barnyard ,72601713,0.50999999,0.352999985,0.335999995
Star Trek: Insurrection ,70117571,0.581750005,0.543749996,0.540250011
The Wolverine ,132550960,0.469999999,0.672999978,0.626999974
Whatever It Takes ,8735529,0.828000009,0.537,0.34799999
The End of the Affair ,10660147,0.340999994,0.418250002,0.486750007
Midnight in Paris ,56816662,0.561999977,0.469999999,0.545000017
The Other End of the Line ,115504,0.419428568,0.348714292,0.409857145
Kingpin ,24944213,0.356999993,0.625999987,0.64200002
Real Women Have Curves ,5844929,0.580333322,0.430666665,0.453666677
Gangs of New York ,77679638,0.624666666,0.620666683,0.599666675
Saint Ralph ,795126,0.794999997,0.274000004,0.653333346
Barney's Great Adventure ,11144518,0.838999997,0.714444442,0.754999995
Love & Basketball ,27441122,0.925833335,0.56583333,0.612999996
Anacondas: The Hunt for the Blood Orchid ,31526393,0.395999995,0.675599998,0.561799997
The Lord of the Rings: The Fellowship of the Ring ,313837577,0.697999978,0.427399993,0.680000007
Freedom Writers ,36581633,0.887499988,0.437000021,0.842499971
Top Hat ,3000000,0.681999981,0.291500002,0.453500003
Mission: Impossible - Rogue Nation ,195000874,0.47942857,0.527000001,0.639285709
Kung Fu Panda 2 ,165230261,0.646000028,0.194000006,0.405999988
Man on the Moon ,34580635,0.652500004,0.470249999,0.661000006
Hot Fuzz ,23618786,0.505500019,0.611000001,0.46800001
How the Grinch Stole Christmas ,260031035,0.546999998,0.639999986,0.5625
Resident Evil ,39532308,0.501666666,0.458500003,0.545500005
House at the End of the Street ,31607598,0.466833336,0.329500002,0.468666673
Blood Diamond ,57366262,0.685333336,0.658000012,0.756999989
The Quiet ,381186,0.676499993,0.114999998,0.376000002
Tiny Furniture ,389804,0.583500013,0.227999993,0.194499999
The Good Girl ,14015786,0.8472,0.425600004,0.610799986
Nacho Libre ,80197993,0.666999996,0.259000003,0.333000004
A Thin Line Between Love and Hate ,34746109,0.575923076,0.510461539,0.497846152
Arnolds Park ,23616,0.796499997,0.406000003,0.461999997
Total Recall ,119412921,0.715500012,0.375500001,0.664499998
The Lady from Shanghai ,7927,0.702499986,0.465499997,0.555500001
Welcome to Collinwood ,333976,0.909999986,0.555666665,0.666666647
Time Changer ,15278,0.612600005,0.356799996,0.55660001
Life During Wartime ,278821,0.508999992,0.763500005,0.775000006
The Night Listener ,7825820,0.677249998,0.385250002,0.431500003
The Curious Case of Benjamin Button ,127490802,0.50999999,0.355500005,0.398750007
Pink Narcissus ,8231,0.805999994,0.268999994,0.470999986
The Scorch Trials ,81687587,0.352666661,0.66233333,0.522333324
One Hour Photo ,31597131,0.607399994,0.3148,0.469600004
The Shawshank Redemption ,28341469,0.375999987,0.407999992,0.545000017
City Hall ,20300000,0.678499997,0.435500011,0.466000006
George of the Jungle ,105263257,0.5,0.50999999,0.481000006
Battlefield Earth ,21471685,0.502666667,0.486999989,0.637666682
Dances with Wolves ,184208848,0.889499992,0.853999972,0.497500002
Ravenous ,2060953,0.442499995,0.572999999,0.467500001
Unaccompanied Minors ,16647384,0.283999999,0.314333325,0.227666661
Witness ,65500000,0.721999983,0.549666673,0.710999986
The Beach ,39778599,0.875,0.514499992,0.4965
The Butterfly Effect ,23947,0.683199996,0.541800004,0.60079999
The Second Best Exotic Marigold Hotel ,33071558,0.689999998,0.430333341,0.461333334
Pale Rider ,41400000,0.457999989,0.442999989,0.409500003
Private Benjamin ,69800000,0.559500009,0.491999984,0.592500001
The Royal Tenenbaums ,52353636,0.796000004,0.430000007,0.759000003
Fantastic 4: Rise of the Silver Surfer ,131920333,0.754799998,0.608599991,0.688199997
Friday the 13th Part 2 ,19100000,0.484199995,0.393599999,0.368399996
Cinderella Man ,61644321,0.645666679,0.549333334,0.699000011
Harley Davidson and the Marlboro Man ,7434726,0.645666679,0.549333334,0.699000011
Good Will Hunting ,138339411,0.711833333,0.512499998,0.652166655
The Long Kiss Goodnight ,33328051,0.703999996,0.533333331,0.57766666
One True Thing ,23209440,0.630200005,0.294400001,0.499000007
Atlantis: The Lost Empire ,84037039,0.462333341,0.634333332,0.555333336
Loser ,15464026,0.082999997,0.50999999,0.155000001
Inherent Vice ,8093318,0.42899999,0.608500004,0.479999989
Jack Ryan: Shadow Recruit ,50549107,0.476875,0.570249993,0.538000008
Event Horizon ,26616590,0.67233332,0.598,0.58799998
Soul Surfer ,43853424,0.742999991,0.417333325,0.521333337
The Sum of All Fears ,118471320,0.212285713,0.621285698,0.333285715
Bandits ,41523271,0.093999997,0.796000004,0.566999972
Pirates of the Caribbean: The Curse of the Black Pearl ,305388685,0.267857139,0.621000005,0.458714289
Session 9 ,373967,0.578000009,0.529500008,0.570499986
Tim and Eric's Billion Dollar Movie ,200803,0.747499987,0.54550001,0.60475
This Is the End ,101470202,0.281333332,0.404666672,0.430000007
DysFunktional Family ,2223990,0.967999995,0.382999986,0.643000007
The Legend of Hercules ,18821279,0.837000012,0.518999994,0.75
The Doors ,35183792,0.549000025,0.188999996,0.421000004
Half Nelson ,2694973,0.5,0.273999989,0.275999993
Confessions of a Teenage Drama Queen ,29302097,0.558142862,0.657857137,0.567857151
Twilight Zone: The Movie ,29500000,0.617199993,0.415200001,0.507200003
My Best Friend's Wedding ,126805112,0.833666672,0.514166663,0.567333341
Snow Dogs ,81150692,0.553000003,0.525750004,0.424249992
Blood Done Sign My Name ,82739,0.528199998,0.454200006,0.5042
"I Love You, Man ",71347010,0.834750004,0.534874998,0.6675
The Water Diviner ,4190530,0.748199999,0.438599993,0.601999998
The Italian Job ,106126012,0.694000006,0.541000009,0.717000008
The Prince of Tides ,74787599,0.706250012,0.517499998,0.686750002
Happiness ,3000000,0.979999989,0.733500004,0.811000019
The Eclipse ,128937,0.541000009,0.469000012,0.615999997
Heavenly Creatures ,3049135,0.803750008,0.433749996,0.653750017
Knocked Up ,148734225,0.312000006,0.531000018,0.52700001
The Three Musketeers ,20315324,0.535666664,0.482666661,0.530666659
"Jeff, Who Lives at Home ",4244155,0.790333331,0.496333331,0.586000005
Catch Me If You Can ,164435221,0.510500014,0.612499997,0.59799999
Cry_Wolf ,10042266,0.225250002,0.663749993,0.336750001
Pitch Perfect 2 ,183436380,0.79400001,0.548999995,0.756333341
Mr. Nice Guy ,12674183,0.756500006,0.404500008,0.59799999
Pride and Glory ,15709385,0.838499993,0.684500009,0.832499981
What's Love Got to Do with It ,39100956,0.948199999,0.526199996,0.648599994
Welcome to the Dollhouse ,4771000,0.843249992,0.478,0.590749986
Monster's Ball ,31252964,0.436500005,0.680999994,0.456500009
The Life of David Gale ,19593740,0.59449999,0.652999997,0.717500001
House on Haunted Hill ,40846082,0.506000006,0.439799997,0.547599995
The Last Stand ,12026670,0.669333339,0.39200001,0.559666673
The Last Song ,62933793,0.828999996,0.474000007,0.622500002
"Bright Lights, Big City ",16118077,0.819625005,0.483625006,0.64525
Conspiracy Theory ,76081498,0.354000002,0.550500005,0.590499997
Rescue Dawn ,5484375,0.775666674,0.543999995,0.614000003
House of Wax ,32048809,0.582500011,0.268000003,0.460249998
Crank ,27829874,0.448000014,0.275000006,0.416999996
Scream ,103001286,0.216499999,0.881999999,0.526999995
X-Men: First Class ,146405371,0.640500009,0.407000005,0.655000001
Shade ,10696,0.432666669,0.296333333,0.325333327
Kiss the Girls ,60491560,0.853500009,0.692500025,0.536499992
Newlyweds ,4584,0.847000003,0.70599997,0.569999993
Flight of the Phoenix ,21009180,0.649500012,0.555500001,0.590499997
Made of Honor ,46012734,0.93233335,0.482000003,0.806333323
Shadow of the Vampire ,8279017,0.286499992,0.57249999,0.351500012
Mickey Blue Eyes ,33864342,0.641600007,0.280199999,0.422200006
Next Friday ,57176582,0.624000013,0.411000013,0.340999991
Beyond the Mat ,2047570,0.406333327,0.381666665,0.373333335
Woman on Top ,5018450,0.703749992,0.578750007,0.519000001
Scary Movie 3 ,110000082,0.525999991,0.646000008,0.490333329
Creative Control ,62480,0.708600003,0.541400009,0.832799995
Glengarry Glen Ross ,10725228,0.573000014,0.337000012,0.405999988
Alex Rider: Operation Stormbreaker ,652526,0.555285709,0.615999997,0.705857141
Volcano ,47474112,0.239999995,0.843999982,0.787
The Oxford Murders ,3607,0.029333334,0.947333316,0.648999989
Down in the Valley ,568695,0.728999972,0.305999994,0.386000007
Boogie Nights ,26384919,0.620333314,0.449666659,0.426000009
Piranha 3D ,25003072,0.218999997,0.799000025,0.574999988
Lara Croft: Tomb Raider ,131144183,0.315000003,0.596333335,0.429666658
The Next Three Days ,21129348,0.68599999,0.246999994,0.383000001
Sunshine ,3675072,0.88499999,0.296999991,0.768999994
The Hills Have Eyes II ,20801344,0.677000001,0.349249996,0.512750007
"I, Robot ",144795350,0.483333339,0.513000011,0.654333333
Madagascar 3: Europe's Most Wanted ,216366733,0.715499997,0.537500009,0.595499992
My Big Fat Greek Wedding 2 ,59573085,0.649999997,0.540999997,0.531400004
Damsels in Distress ,1007535,0.252499998,0.708999999,0.373750001
What Dreams May Come ,55350897,0.74149999,0.308499997,0.416166668
A Low Down Dirty Shame ,29392418,0.135999999,0.519400001,0.181799999
Ant-Man ,180191634,0.566600013,0.4368,0.546000007
Imagine Me & You ,671240,0.729166657,0.485166664,0.547666674
Neighbors 2: Sorority Rising ,55291815,0.673000002,0.517200005,0.59659999
"O Brother, Where Art Thou? ",45506619,0.817750007,0.408749998,0.63075
Three Kings ,60652036,0.664999992,0.457499996,0.634500012
The Perfect Match ,9658370,0.79474999,0.631000005,0.680500008
"Lock, Stock and Two Smoking Barrels ",3650677,0.422555549,0.42722222,0.479555567
The Virginity Hit ,535249,0.555249985,0.654250003,0.545249999
Star Trek Beyond ,130468626,0.69933334,0.489666671,0.526333342
Hook ,119654900,0.514000013,0.55250001,0.424500003
Broken Arrow ,70450000,0.250500005,0.444999993,0.373500004
Extreme Ops ,4835968,0.451599991,0.633400011,0.6134
The Ladies Man ,13592872,0.697750002,0.532250002,0.674750008
My Big Fat Greek Wedding ,241437427,0.649999997,0.540999997,0.531400004
The Hangover ,277313371,0.187999994,0.564999998,0.26699999
Transformers: Revenge of the Fallen ,402076689,0.58575001,0.701749995,0.703999981
King's Ransom ,4006906,0.629500002,0.745000005,0.728500009
Mad Money ,20668843,0.388999994,0.761666675,0.514666677
Fast Five ,209805005,0.449000001,0.295500003,0.346000001
Poultrygeist: Night of the Chicken Dead ,23000,0.411999992,0.482999992,0.404000008
Cloudy with a Chance of Meatballs ,124870275,0.548749998,0.340000004,0.353249993
Born on the Fourth of July ,70001698,0.712000012,0.394500002,0.494500011
Country Strong ,20218921,0.74666667,0.65199999,0.82433333
United 93 ,31471430,0.708000004,0.346999998,0.657000005
Boogeyman ,46363118,0.291999996,0.559000015,0.566999972
The Squid and the Whale ,7362100,0.453333338,0.504333337,0.467999995
Fantastic Mr. Fox ,20999103,0.645999998,0.625499994,0.660999984
American Graffiti ,115000000,0.582000017,0.633000016,0.352999985
Radio ,52277485,0.573000014,0.40200001,0.35800001
Patch Adams ,135014968,0.391500011,0.408499986,0.42899999
The Kid ,69688384,0.739666661,0.526000003,0.390666664
Anaconda ,65557989,0.145999998,0.829999983,0.540000021
Repo! The Genetic Opera ,140244,0.609333316,0.415999999,0.594333341
John Q ,71026631,0.561999977,0.381999999,0.326999992
The Mask ,119938730,0.464999994,0.503666679,0.432000001
What Planet Are You From? ,6291602,0.710999995,0.361000001,0.745000005
The Young and Prodigious T.S. Spivet ,99462,0.832999984,0.631333331,0.754999995
Love Actually ,59365105,0.888571424,0.499285711,0.651285716
Chronicle ,64572496,0.426999986,0.57099998,0.586000025
Must Love Dogs ,43894863,0.763499998,0.532874998,0.585624997
Space Chimps ,30105968,0.604999999,0.443333338,0.475000014
Lost Souls ,16779636,0.574666659,0.404666662,0.385999997
Tears of the Sun ,43426961,0.496333331,0.50666667,0.397333329
Your Highness ,21557240,0.712000012,0.590000004,0.772500008
You've Got Mail ,115731542,0.651500016,0.277500004,0.461499989
Glory ,26830000,0.948000014,0.735000014,0.816999972
The Apostle ,20733485,0.646000028,0.347000003,0.731999993
All Is Lost ,6262942,0.199000001,0.662999988,0.148000002
Around the World in 80 Days ,24004159,0.592999985,0.424999992,0.477999995
Dragonfly ,30063805,0.57099998,0.372999996,0.356999993
Paycheck ,53789313,0.896000028,0.629999995,0.65200001
Deterrence ,144583,0.291999996,0.460999995,0.38499999
The World's End ,26003149,0.380799994,0.444,0.467000002
Southland Tales ,273420,0.662999988,0.300000012,0.335999995
Happy Feet ,197992827,0.823333323,0.569000001,0.638000011
Pride & Prejudice ,38372662,0.419499986,0.62349999,0.627499998
Soul Food ,43490057,0.804333329,0.291666667,0.512333333
The Last Witch Hunter ,27356090,0.46266667,0.687333326,0.678333322
Standard Operating Procedure ,228830,0.576727271,0.500272724,0.688454541
Bottle Rocket ,1040879,0.499333332,0.464333336,0.49333333
This Means War ,54758461,0.368399999,0.564200008,0.560000002
Just Wright ,21520719,0.540000021,0.527999997,0.388999999
Waking Ned Devine ,24788807,0.699999988,0.469999999,0.512000024
Harold & Kumar Go to White Castle ,18225165,0.651749998,0.311250001,0.525249995
Top Gun ,176781728,0.453499995,0.660000011,0.63350001
Moms' Night Out ,10429707,0.732666651,0.380666663,0.505666673
Boyhood ,25359200,0.728999972,0.745000005,0.5
Why Did I Get Married Too? ,60072596,0.770000021,0.642999987,0.647333324
Get on Up ,30513940,0.74000001,0.593999982,0.666999996
Clueless ,56631572,0.349999994,0.333000004,0.160999998
She's the Man ,33687630,0.645666679,0.549333334,0.699000011
The Kingdom ,47456450,0.713999987,0.546999991,0.910000026
Spy Kids 2: Island of Lost Dreams ,85570368,0.665111105,0.462888887,0.386222217
Tumbleweeds ,1281176,0.312000006,0.470999986,0.426999986
The Jungle Book ,362645141,0.684749991,0.334500002,0.525000006
Fifty Shades of Black ,11675178,0.409166664,0.345999996,0.368499994
The Specialist ,57362581,0.75999999,0.561999977,0.876999974
Martian Child ,7486906,0.912,0.460000008,0.412999988
Kindergarten Cop ,91457688,0.579999998,0.615999997,0.572000012
Superbabies: Baby Geniuses 2 ,9109322,0.857500017,0.516000003,0.650500014
Joe Dirt ,27087695,0.112000003,0.5,0.236000001
A History of Violence ,31493782,0.394999987,0.657500014,0.736499995
The Conspirator ,11538204,0.238499999,0.763000011,0.613499999
The Lost Medallion: The Adventures of Billy Stone ,549632,0.59011111,0.656333331,0.579777771
Miracle at St. Anna ,7916887,0.919499993,0.671000004,0.748999983
The Slaughter Rule ,13134,0.232249994,0.723250002,0.579749994
Million Dollar Arm ,36447959,0.546999997,0.54180001,0.653200006
Highlander: Endgame ,12801190,0.599666675,0.483333329,0.57766668
Star Trek II: The Wrath of Khan ,78900000,0.450333336,0.597166672,0.517
The Sitter ,30538669,0.656000018,0.42899999,0.404000014
The Campaign ,86897182,0.575000008,0.697000007,0.794999997
Cheap Thrills ,59379,0.832000002,0.73825001,0.643000007
Monty Python and the Holy Grail ,1229197,0.616,0.344499994,0.653999984
The In Crowd ,5217498,0.504333337,0.612000008,0.707333326
After the Sunset ,28328132,0.875,0.231000006,0.298000008
The Peanuts Movie ,130174897,0.675999999,0.370500002,0.378249999
Logan's Run ,25000000,0.636000007,0.82249999,0.492499992
Slums of Beverly Hills ,5480318,0.453500003,0.440499991,0.409999996
The International ,25450527,0.578250006,0.432000004,0.533250004
Invaders from Mars ,4884663,0.352749992,0.706000015,0.527499992
Black Rain ,45645204,0.375999997,0.402333329,0.375333329
Warlock: The Armageddon ,3902679,0.312000006,0.558000028,0.657000005
Furious 7 ,350034110,0.061999999,0.93900001,0.627499998
The Insider ,28965197,0.618499994,0.482999995,0.611000001
Saw ,55153403,0.316000015,0.541000009,0.518000007
Small Time Crooks ,17071230,0.477000002,0.40414285,0.455857157
Open Water ,30500882,0.676857139,0.411142857,0.513142854
One Flew Over the Cuckoo's Nest ,112000000,0.598499991,0.311000001,0.426750012
Sinister ,48056940,0.125,0.896000028,0.58099997
Project Almanac ,22331028,0.68900001,0.429000005,0.695500001
The Last King of Scotland ,17605861,0.740500003,0.612500012,0.818500012
Muppets from Space ,16290976,0.710500002,0.371000007,0.540000021
Trust ,58214,0.872500002,0.527500004,0.745499998
Across the Universe ,24343673,0.756750003,0.463749997,0.81324999
Bad Santa ,60057639,0.256750003,0.560750008,0.407750003
The Book of Eli ,94822707,0.746333321,0.276000006,0.539666673
For Love of the Game ,35168395,0.91028572,0.578857141,0.603857138
The Mighty Macs ,1889522,0.855000019,0.837000012,0.93599999
Into the Storm ,47553512,0.22649999,0.925000012,0.606000006
Wicker Park ,12831121,0.673333327,0.383666664,0.437333335
Alvin and the Chipmunks: The Squeakquel ,219613391,0.573000014,0.561999977,0.409000009
K-PAX ,50173190,0.550999999,0.421000004,0.47299999
Cheaper by the Dozen ,138614544,0.583000004,0.342999995,0.425000012
Nothing But a Man ,12438,0.645666679,0.549333334,0.699000011
The Happening ,64505912,0.661500007,0.5995,0.553000003
Spy Kids ,112692062,0.619749993,0.566,0.425499991
Central Intelligence ,126088877,0.696666665,0.433777779,0.740777771
The Scorpion King ,90341670,0.437499993,0.717500001,0.746000022
Enchanted ,127706877,0.88075,0.684749991,0.671250001
The Siege ,40932372,0.270999998,0.75,0.566999972
Safety Not Guaranteed ,4007792,0.828500003,0.414000005,0.836499989
A Dog of Flanders ,2148212,0.479499996,0.625,0.500499994
The Wrestler ,26236603,0.519999981,0.862999976,0.911000013
Kangaroo Jack ,66734992,0.56433334,0.394333333,0.41566667
The Pianist ,32519322,0.805999994,0.490999997,0.573000014
Underworld: Awakening ,62321039,0.550333326,0.529333333,0.613999983
The Manchurian Candidate ,65948711,0.631500006,0.419500008,0.631000012
Happy Feet 2 ,63992328,0.823333323,0.569000001,0.638000011
Walking and Talking ,1277257,0.728000005,0.412666659,0.608333329
Scary Movie 4 ,90703745,0.525999991,0.646000008,0.490333329
Infamous ,1150403,0.145999998,0.579999983,0.472000003
Saint John of Las Vegas ,100669,0.691399992,0.307400003,0.544200003
Freddy's Dead: The Final Nightmare ,34872293,0.2963,0.552099995,0.488600001
Dreamer: Inspired by a True Story ,32701088,0.87414286,0.555000003,0.717142859
Wish I Was Here ,3588432,0.803666671,0.63166668,0.581333339
The Fault in Our Stars ,124868837,0.605666667,0.499000023,0.409333333
Absolute Power ,50007168,0.735799992,0.646799994,0.874000001
Chasing Papi ,6126237,0.291999996,0.854000002,0.455000013
Shanghai Noon ,56932305,0.541000009,0.396499991,0.513500005
Ice Age ,176387405,0.433666671,0.340833329,0.331166667
Certifiably Jonathan ,7826,0.787,0.416333328,0.737999996
The Forest ,26583369,0.728999972,0.270000011,0.435000002
Sisters in Law ,32631,0.772000015,0.43599999,0.718999982
Megiddo: The Omega Code 2 ,5974653,0.517999997,0.329666674,0.561333338
Detroit Rock City ,4193025,0.611666679,0.325333342,0.535999993
Two Evil Eyes ,349618,0.530599995,0.414200005,0.496400011
Ghost World ,6200756,0.396249987,0.631249994,0.454499997
Army of Darkness ,11501093,0.233999997,0.576749995,0.547250003
Baby Mama ,60269340,0.848500013,0.388999999,0.591499999
My Boss's Daughter ,15549702,0.608999997,0.520999983,0.704500005
Queen of the Damned ,30307804,0.349333333,0.745333314,0.585333337
Raise the Titanic ,7000000,0.6602,0.593800002,0.731400001
American Sniper ,350123553,0.166999996,0.870000005,0.852999985
Napoleon Dynamite ,44540956,0.344000012,0.860000014,0.782999992
Pearl Harbor ,198539855,0.749499977,0.390500009,0.638000011
Lords of Dogtown ,11008432,0.594499975,0.341499999,0.732500017
Old Dogs ,49474048,0.456333329,0.509666671,0.438666662
Summer of Sam ,19283782,0.811999977,0.372999996,0.550000012
Capitalism: A Love Story ,14359793,0.760636365,0.532090905,0.701999989
The Phantom ,17300889,0.25999999,0.759000003,0.448000014
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,333658,0.832625002,0.602624997,0.61225
A Simple Wish ,8119205,0.757599998,0.453000006,0.464200008
