title,avg_valence,avg_arousal,avg_dominance
127 Hours ,0.510499999,0.341499999,0.413499996
10th & Wolf ,0.448000014,0.712000012,0.629999995
Jakob the Liar ,0.041999999,0.606000006,0.338999987
The Emperor's New Groove ,0.715000004,0.541000009,0.623250008
Bolt ,0.354000002,0.363000005,0.425999999
Tower Heist ,0.430000002,0.640000006,0.698333323
Race to Witch Mountain ,0.602999995,0.544999992,0.582666665
The Cabin in the Woods ,0.576999992,0.247666662,0.388999999
The Mighty ,0.855000019,0.837000012,0.93599999
Beastmaster 2: Through the Portal of Time ,0.612600005,0.322399998,0.552600014
Ghost Rider ,0.386666656,0.715333323,0.449000001
10 Cloverfield Lane ,0.449000001,0.49000001,0.451000005
Kevin Hart: Laugh at My Pain ,0.41966667,0.652222223,0.415222224
Mamma Mia! ,0.600000024,0.35800001,0.449000001
The Beaver ,0.49000001,0.344000012,0.393000007
Cradle Will Rock ,0.588000019,0.213000004,0.477666656
I Love Your Work ,0.853333334,0.533999996,0.66344444
The Lizzie McGuire Movie ,0.757999986,0.493000001,0.471499994
The Conjuring 2 ,0.304499999,0.666000009,0.669499993
Diner ,0.643000007,0.301999986,0.537999988
Instinct ,0.761500001,0.588499993,0.668000013
Psycho ,0.039000001,0.921999991,0.560000002
Rat Race ,0.431500003,0.496499985,0.456499994
The Love Guru ,0.885666668,0.498499999,0.649333328
Pootie Tang ,0.593999982,0.382999986,0.340000004
Beyond Borders ,0.524499997,0.381999999,0.430999994
"Pink Ribbons, Inc. ",0.762499988,0.278499991,0.41399999
Along Came a Spider ,0.244499996,0.632499993,0.399000004
They Live ,0.864000003,0.696999987,0.681666672
Operation Chromite ,0.541999996,0.614166667,0.727833331
Confidence ,0.807500005,0.426250003,0.723000005
Blast from the Past ,0.385666668,0.635666668,0.529333333
Toy Story 2 ,0.765500009,0.412999988,0.489500001
Memoirs of an Invisible Man ,0.590333338,0.449333332,0.574000001
Stripes ,0.48650001,0.337499991,0.372999996
The Devil's Own ,0.254000001,0.729499996,0.484500006
The Greatest Movie Ever Sold ,0.787666659,0.537666659,0.62166666
I Want Someone to Eat Cheese With ,0.749800003,0.469200003,0.510199994
Super 8 ,0.843999982,0.662999988,0.779999971
Dolphins and Whales 3D: Tribes of the Ocean ,0.644333338,0.429333334,0.541833336
A League of Their Own ,0.656000018,0.340000004,0.462000012
Lethal Weapon 3 ,0.105000002,0.819999993,0.787999988
To Rome with Love ,0.948199999,0.526199996,0.648599994
Crossover ,0.559000015,0.550000012,0.5
I Spit on Your Grave ,0.151000001,0.465000004,0.410999998
Looney Tunes: Back in Action ,0.65959999,0.564399999,0.562399989
Aliens vs. Predator: Requiem ,0.34383333,0.534999996,0.539666673
Fair Game ,0.79460001,0.540199995,0.585799998
Ghosts of Mars ,0.331999987,0.656000003,0.387750003
Felicia's Journey ,0.910000026,0.702000022,0.625
Promised Land ,0.675166667,0.484166667,0.624333332
Legion ,0.469000012,0.569999993,0.851999998
Trade ,0.59799999,0.573000014,0.69749999
The Broken Hearts Club: A Romantic Comedy ,0.735375005,0.529499996,0.562125009
Under Siege 2: Dark Territory ,0.303333332,0.561166669,0.549333324
Monsters ,0.133000001,0.935000002,0.596000016
Teacher's Pet ,0.815666656,0.397666673,0.556666662
Hide and Seek ,0.436666658,0.501999984,0.35466666
Fortress ,0.815999985,0.5,0.933000028
Daylight ,0.86500001,0.419999987,0.545000017
90 Minutes in Heaven ,0.782000005,0.34725,0.587750018
Joy ,0.983666678,0.735666672,0.704000016
Nurse Betty ,0.576333324,0.495000015,0.518333346
Stealth ,0.519999981,0.270000011,0.451999992
Snow Falling on Cedars ,0.438400006,0.498600006,0.359999999
Bangkok Dangerous ,0.072333335,0.931333323,0.63166666
High School Musical 3: Senior Year ,0.660727273,0.455363639,0.585909093
A Walk to Remember ,0.715600014,0.406599998,0.556400001
Slow West ,0.406999985,0.207333336,0.245333334
Iron Man 2 ,0.558500012,0.49833334,0.650166675
Waiting... ,0.2315,0.252999991,0.298500001
The Client ,0.583000004,0.449999988,0.617999971
Holy Man ,0.721800005,0.404800001,0.705800003
Blood and Wine ,0.505499996,0.550500005,0.520999983
Rugrats in Paris: The Movie ,0.757999986,0.493000001,0.471499994
Happily N'Ever After ,1,0.689999998,0.674000025
Smilla's Sense of Snow ,0.693500012,0.432750002,0.465750001
Getaway ,0.5,0.75999999,0.368000001
Hope Springs ,0.862400007,0.402600002,0.600600004
Just Visiting ,0.742999991,0.409666657,0.499333322
Diary of a Wimpy Kid ,0.620999998,0.4324,0.353999996
Big Hero 6 ,0.870999992,0.696999997,0.846499979
Chasing Mavericks ,0.312666665,0.794666668,0.439666679
Stolen Summer ,0.48399999,0.509500012,0.429000005
The Hangover Part II ,0.396999991,0.424399996,0.353599995
Paranormal Activity 3 ,0.651999998,0.730800009,0.731599998
The Messenger ,0.694000006,0.433999985,0.5
Safe House ,0.753666679,0.24833333,0.627666672
Ayurveda: Art of Being ,0.791500002,0.483999997,0.690499991
The Ballad of Jack and Rose ,0.658500001,0.352499999,0.439000003
Finding Neverland ,0.784999996,0.512000009,0.621999979
Everybody's Fine ,0.823000014,0.239999995,0.647000015
Let Me In ,0.426999986,0.372999996,0.307000011
The Rundown ,0.519999981,0.296000004,0.465000004
Dragon Wars: D-War ,0.281500004,0.8565,0.719500005
Lions for Lambs ,0.589000016,0.500500008,0.501499996
Tea with Mussolini ,0.698000014,0.163000003,0.370000005
Insurgent ,0.234999999,0.735000014,0.660000026
March or Die ,0.155750004,0.569749985,0.372749999
Reservoir Dogs ,0.49666667,0.508666664,0.487666667
Shaun of the Dead ,0.097500004,0.651499987,0.374000013
The Matrix ,0.550999999,0.377999991,0.672999978
Vamps ,0.310000002,0.79400003,0.565999985
Let's Go to Prison ,0.279999996,0.536249995,0.387500003
How She Move ,0.56750001,0.659999996,0.514000013
Solitary Man ,0.540250011,0.462500002,0.59125001
Wild Things ,0.426666667,0.464666665,0.45933333
Go for It! ,0.50999999,0.441000015,0.444000006
Shine a Light ,0.801500003,0.468666658,0.65383333
Something Borrowed ,0.418500006,0.498000011,0.522500008
The Neon Demon ,0.258999993,0.754333327,0.496333341
Turbulence ,0.181999993,0.856999993,0.571999997
The Last Big Thing ,0.6435,0.398750007,0.546249993
Texas Chainsaw 3D ,0.367000014,0.80400002,0.635999978
Hit and Run ,0.502333338,0.858666658,0.554666668
The Best Man Holiday ,0.764800012,0.520000005,0.64040001
Night at the Museum: Secret of the Tomb ,0.483333324,0.432777776,0.475000001
Speed Racer ,0.545666655,0.795999984,0.660333316
Tomcats ,0.519999981,0.412,0.386000007
Rise of the Planet of the Apes ,0.677399993,0.461199999,0.653399998
Runaway Bride ,0.555499986,0.738999993,0.490500003
Charlie and the Chocolate Factory ,0.692499995,0.489999995,0.55050002
Dance Flick ,0.822333336,0.749666651,0.50333333
Mission: Impossible ,0.362666662,0.589333336,0.527666668
Spider-Man 2 ,0.485200006,0.582599998,0.579000008
Get Carter ,0.526000008,0.536999986,0.548999995
The Fugitive ,0.104000002,0.921999991,0.388000011
Quarantine ,0.159999996,0.577000022,0.588999987
Conversations with Other Women ,0.670333321,0.453500003,0.587166672
The Living Daylights ,0.864250004,0.627749987,0.647500008
My Life Without Me ,0.917999983,0.61500001,0.824000001
Desperado ,0.25999999,0.745000005,0.361000001
The Queen ,0.875,0.691999972,0.860000014
Home ,0.716666659,0.295666675,0.490333339
The Musketeer ,0.476999998,0.611499995,0.607499987
The Longest Ride ,0.75,0.559499994,0.546000004
Star Trek: Generations ,0.742857145,0.498428579,0.658285724
Dark Shadows ,0.205249995,0.472749993,0.361250002
The Hateful Eight ,0.181250005,0.659999996,0.402249999
Beverly Hills Chihuahua ,0.61500001,0.352999985,0.518000007
Fur: An Imaginary Portrait of Diane Arbus ,0.613666674,0.333999996,0.364000003
Hardball ,0.541999996,0.666999996,0.451999992
Legend ,0.837000012,0.518999994,0.75
Big Daddy ,0.798500001,0.494000003,0.773999989
Untraceable ,0.32100001,0.674000025,0.574000001
Naturally Native ,0.784428562,0.278428574,0.615428575
The Three Stooges ,0.545499995,0.315499991,0.270000003
A Walk on the Moon ,0.674666663,0.374999995,0.592666666
Tank Girl ,0.585500002,0.513000011,0.538499996
Meet the Spartans ,0.754999995,0.539499998,0.596499979
How Stella Got Her Groove Back ,0.49499999,0.4005,0.348499998
Thomas and the Magic Railroad ,0.777999997,0.635333339,0.557666679
Yes Man ,0.645666679,0.549333334,0.699000011
Still Alice ,0.728999972,0.125,0.338999987
The Five-Year Engagement ,0.719875008,0.465125004,0.610374995
Elf ,0.460000008,0.456999987,0.314999998
Wanted ,0.715499997,0.537500009,0.595499992
The Wood ,0.543999985,0.225499995,0.368499994
Diary of a Wimpy Kid: Rodrick Rules ,0.549857137,0.450714282,0.396142853
Patriot Games ,0.797000015,0.639999998,0.730199999
Quantum of Solace ,0.74000001,0.397,0.526500016
Blue Streak ,0.50325001,0.347749993,0.370499998
Mystery Men ,0.432500005,0.682999998,0.487000003
Showgirls ,0.633000016,0.694000006,0.481000006
Real Steel ,0.620000005,0.464999989,0.715499997
Thank You for Smoking ,0.68766666,0.460666661,0.522333334
Non-Stop ,0.334000006,0.445999995,0.4815
Kiss of Death ,0.357000002,0.768000027,0.59466666
Galaxy Quest ,0.696500003,0.6435,0.647500008
Ordinary People ,0.524333318,0.387333333,0.488333344
Salvation Boulevard ,0.856999993,0.479999989,0.800000012
Hollywood Homicide ,0.015,0.942499995,0.54550001
Con Air ,0.515333335,0.365,0.407999992
A Night at the Roxbury ,0.635499984,0.402999997,0.43900001
Warrior ,0.458000004,0.862999976,0.915000021
Wag the Dog ,0.469000002,0.580000003,0.493999998
Disturbing Behavior ,0.299666661,0.701833333,0.525000011
Eastern Promises ,0.711666683,0.489666671,0.680666655
Frozen ,0.344000012,0.345999986,0.375
Death Sentence ,0.212249999,0.634500012,0.565749988
Man of the House ,0.660000014,0.417399999,0.644200009
School of Rock ,0.58375001,0.332500007,0.593249992
Spring Breakers ,0.543000013,0.495000005,0.479999999
Ace Ventura: When Nature Calls ,0.732999994,0.368777773,0.562555568
Thir13en Ghosts ,0.262499988,0.759499997,0.386500001
Jackie Brown ,0.395999998,0.202000007,0.293000013
The Hunger Games: Catching Fire ,0.471857151,0.705000005,0.563714279
Sexy Beast ,0.408333336,0.866333326,0.792333325
Nutty Professor II: The Klumps ,0.550000012,0.357500002,0.496000007
Find Me Guilty ,0.568333333,0.598,0.531999985
Underworld: Evolution ,0.47900001,0.666500002,0.733499974
Proof of Life ,0.677999988,0.562000006,0.721500009
Birth ,0.846000016,0.765999973,0.527500004
You Can Count on Me ,0.468499988,0.380999997,0.496000007
Remember the Titans ,0.650400007,0.516000003,0.631400001
Bridget Jones's Diary ,0.698000014,0.291999996,0.463999987
Poltergeist ,0.270999998,0.783999979,0.54400003
Back to the Future Part III ,0.520499994,0.42566666,0.437166666
Blood Work ,0.631600001,0.571799999,0.662599993
Underworld ,0.177000001,0.675999999,0.612999976
Babe ,0.860000014,0.536000013,0.423999995
Alone in the Dark ,0.213,0.428749993,0.375750002
A Haunted House ,0.478750005,0.4615,0.554999992
Warm Bodies ,0.66049999,0.497500002,0.591999993
Troop Beverly Hills ,0.458333333,0.588999987,0.690666676
The Mighty Ducks ,0.597666671,0.582333346,0.488666664
Rubber ,0.53199999,0.288500004,0.364500001
It's Complicated ,0.277250003,0.681750014,0.464750014
The Devil Inside ,0.436249997,0.606249996,0.547750004
Crocodile Dundee II ,0.344000012,0.708000004,0.610000014
Source Code ,0.588333338,0.323333333,0.614000003
The Quiet American ,0.676499993,0.114999998,0.376000002
Case 39 ,0.442499995,0.300999999,0.384500012
The Wedding Date ,0.713499993,0.498750001,0.502000012
The Incredibly True Adventure of Two Girls in Love ,0.864076922,0.614846153,0.678307689
The Change-Up ,0.596666654,0.506333331,0.519333333
The Station Agent ,0.584000006,0.403000012,0.636999995
Doomsday ,0.125,0.861000001,0.670000017
The Divide ,0.302000001,0.571500003,0.403999999
My Date with Drew ,0.603999972,0.231000006,0.400000006
Eulogy ,0.737500012,0.480499998,0.673000008
Before Sunset ,0.875,0.231000006,0.298000008
Paranormal Activity: The Marked Ones ,0.606,0.528700006,0.632600006
A.I. Artificial Intelligence ,0.686199999,0.494800001,0.696799994
Thirteen ,0.458999991,0.38499999,0.331
20 Feet from Stardom ,0.676999986,0.513000004,0.490500003
The Art of War ,0.535000001,0.620000005,0.70266666
Locker 13 ,0.43900001,0.300000012,0.393000007
Animal House ,0.737000018,0.521666663,0.559833338
Click ,0.536000013,0.36500001,0.268000007
Under the Rainbow ,0.87650001,0.433500007,0.432000011
Miss Congeniality 2: Armed and Fabulous ,0.55457142,0.487142865,0.543857149
Blade Runner ,0.418499991,0.674499989,0.613000005
No Escape ,0.366000012,0.75999999,0.48300001
Flawless ,0.728999972,0.419999987,0.740999997
Spy Hard ,0.326333324,0.657999992,0.630333324
The Original Kings of Comedy ,0.755124994,0.514124997,0.735124998
The Guard ,0.599333346,0.619666656,0.648333351
Meet Joe Black ,0.523999996,0.474499993,0.497249983
Just Looking ,0.718999982,0.42899999,0.61500001
Harsh Times ,0.508833339,0.419166664,0.603000015
Stealing Harvard ,0.053500001,0.884499997,0.491500005
Civil Brand ,0.691600001,0.310799998,0.675600004
Jonah: A VeggieTales Movie ,0.757999986,0.493000001,0.471499994
Laws of Attraction ,0.82433335,0.619666656,0.766666661
Sin City: A Dame to Kill For ,0.309000002,0.730142853,0.532571426
12 Rounds ,0.571999997,0.412499994,0.353499994
A Man Apart ,0.672000003,0.475600004,0.624000001
Mean Machine ,0.465999997,0.485800004,0.556000006
A Christmas Carol ,0.826333324,0.450666656,0.555999994
The Dilemma ,0.152999997,0.589999974,0.430000007
13 Hours ,0.510499999,0.341499999,0.413499996
Man on Fire ,0.501000005,0.676600003,0.706999999
The Hunted ,0.387500003,0.759499997,0.650999993
Eight Legged Freaks ,0.343200004,0.546999997,0.331999996
The Incredible Hulk ,0.658500001,0.768000007,0.826000005
The Sting ,0.211499996,0.690500021,0.415999994
How to Lose Friends & Alienate People ,0.507818179,0.496636358,0.491727278
The Merchant of Venice ,0.675000012,0.5,0.620000005
Deuce Bigalow: European Gigolo ,0.439500004,0.521999985,0.476500005
All the Queen's Men ,0.875,0.691999972,0.860000014
A Prairie Home Companion ,0.718599987,0.289400005,0.500799996
Heaven's Gate ,0.763999999,0.336249996,0.605250016
Stay Alive ,0.637499996,0.386250012,0.5515
The Green Inferno ,0.340499997,0.581499994,0.398000002
TRON: Legacy ,0.791999996,0.528999984,0.827000022
Dick Tracy ,0.259000003,0.597000003,0.410000011
White Fang ,0.469500002,0.374249995,0.456999995
Alice Through the Looking Glass ,0.580000003,0.347666666,0.42233334
Warlock ,0.312000006,0.558000028,0.657000005
Unleashed ,0.479000002,0.774999976,0.559000015
Freaky Friday ,0.407000005,0.513000011,0.362499997
Out of Sight ,0.633000016,0.405000001,0.577499986
Black Mass ,0.398999996,0.379249997,0.386499994
The Canyons ,0.467999995,0.731000006,0.634000003
Hall Pass ,0.502250001,0.329750001,0.430249996
Date Movie ,0.706666648,0.405666669,0.447666665
Sin City ,0.334250003,0.682750002,0.449000001
Funny People ,0.705333312,0.486666669,0.581666668
The Perfect Man ,0.759600008,0.572799999,0.780200011
The Ring Two ,0.640333315,0.408333326,0.52033334
The Bounty Hunter ,0.63533332,0.722666661,0.802999993
Red Dragon ,0.372999996,0.558666656,0.502000004
The Greatest ,0.847000003,0.626999974,0.921999991
Lady in White ,0.756999989,0.296333333,0.51366666
Money Talks ,0.838499993,0.476999983,0.710500002
Dune ,0.458999991,0.172999993,0.414000005
House of 1000 Corpses ,0.485666677,0.365333334,0.452000002
G.I. Joe: The Rise of Cobra ,0.576333334,0.635666668,0.680333336
Wild Target ,0.507000007,0.612999998,0.675249994
Zoom ,0.49000001,0.519999981,0.462000012
Men in Black II ,0.292999998,0.409499988,0.397999987
Open Season ,0.682222221,0.456222223,0.510888888
Hard Candy ,0.590499997,0.510750003,0.526250005
Killers ,0.041000001,0.971000016,0.542999983
Daddy Day Camp ,0.697249994,0.453749992,0.549749993
Rush Hour 2 ,0.456249997,0.578249998,0.475499995
The Longest Yard ,0.467999995,0.175999999,0.349000007
Friday ,0.624000013,0.411000013,0.340999991
Act of Valor ,0.729000012,0.596333335,0.666000009
Friday After Next ,0.624000013,0.411000013,0.340999991
Battle of the Year ,0.488800001,0.529600006,0.559399992
Sparkle ,0.759499997,0.591499999,0.55399999
Duets ,0.694000006,0.693000019,0.52700001
Escape from L.A. ,0.366000012,0.75999999,0.48300001
Kill List ,0.274499997,0.608249992,0.566500001
The Pirates Who Don't Do Anything: A VeggieTales Movie ,0.557333325,0.575333337,0.500666668
For Your Consideration ,0.674333334,0.358,0.667666674
John Carter ,0.436999992,0.430999994,0.378999993
Bad Grandpa ,0.274499997,0.563250005,0.397
American Ninja 2: The Confrontation ,0.333333328,0.824666659,0.695333322
The Man from U.N.C.L.E. ,0.645666679,0.549333334,0.699000011
Step Up 3D ,0.520999998,0.335000008,0.359999999
The Counselor ,0.873000026,0.36500001,0.70599997
Daybreakers ,0.801999986,0.35800001,0.474000007
Finding Forrester ,0.784999996,0.512000009,0.621999979
Hot Rod ,0.484500006,0.529500008,0.464000002
Bulletproof Monk ,0.611000001,0.46450001,0.608999997
Annie Hall ,0.50999999,0.340000004,0.423999995
Percy Jackson & the Olympians: The Lightning Thief ,0.258499995,0.78550002,0.519000009
Book of Shadows: Blair Witch 2 ,0.566599989,0.376199998,0.450000003
Mr. Deeds ,0.519999981,0.319999993,0.592000008
Memento ,0.708000004,0.360000014,0.536000013
Focus ,0.689999998,0.381999999,0.648000002
Reindeer Games ,0.741000017,0.585666666,0.459999998
Aloha ,0.698000014,0.439999998,0.441000015
Lights Out ,0.770000011,0.399999999,0.592500001
Little Voice ,0.489499986,0.251499996,0.370499998
A Simple Plan ,0.731400001,0.351400003,0.548799992
Superman ,0.944999993,0.79400003,0.92900002
Clerks ,0.5,0.578999996,0.509000003
The 5th Quarter ,0.494499996,0.489500001,0.458000004
One Day ,0.668666661,0.277666668,0.493000011
Martin Lawrence Live: Runteldat ,0.864000003,0.696999987,0.681666672
Vertical Limit ,0.379999989,0.385799998,0.428400004
21 Jump Street ,0.609499991,0.594500005,0.504500002
Broken City ,0.454500001,0.515500009,0.400500014
Trade of Innocents ,0.700599992,0.372400004,0.468799996
Office Space ,0.571799999,0.357200003,0.6
Shallow Hal ,0.407499999,0.333000004,0.359500006
Flash of Genius ,0.684333324,0.610333323,0.647000005
Compliance ,0.75,0.462000012,0.75
Lake Placid ,0.666999996,0.256499998,0.458000004
The Gunman ,0.166999996,0.921999991,0.68900001
3 Men and a Baby ,0.837000012,0.36500001,0.455000013
Ballistic: Ecks vs. Sever ,0.316777772,0.635222223,0.586777783
Abandon ,0.075333336,0.476666669,0.192333336
Mr. & Mrs. Smith ,0.676999986,0.333000004,0.528999984
A Lot Like Love ,0.807181819,0.453272722,0.553363632
Dracula Untold ,0.239999995,0.367000014,0.191
Stake Land ,0.568599993,0.492799991,0.528800005
School for Scoundrels ,0.480333333,0.541666677,0.561666667
My Favorite Martian ,0.733500004,0.574499995,0.674499989
Sky High ,0.79400001,0.471333335,0.64866667
Born to Fly: Elizabeth Streb vs. Gravity ,0.752999991,0.631249994,0.625249997
The Borrowers ,0.418500006,0.498000011,0.522500008
The Best Years of Our Lives ,0.729833335,0.499999995,0.566500003
The Nutcracker in 3D ,0.63499999,0.377999991,0.522000015
Journey to the Center of the Earth ,0.732000008,0.369000003,0.547000006
Fun with Dick and Jane ,0.478666663,0.679,0.495666673
Insidious: Chapter 3 ,0.362999991,0.464999989,0.470499992
American Beauty ,0.858500004,0.607000023,0.645999998
Club Dread ,0.301000003,0.713999987,0.406142861
White Chicks ,0.729333341,0.336666663,0.441999992
Insidious: Chapter 2 ,0.362999991,0.464999989,0.470499992
The Road ,0.666500002,0.426000014,0.450000003
Won't Back Down ,0.437999994,0.352999985,0.335999995
An Education ,0.808800006,0.345199996,0.760399997
Conan the Destroyer ,0.050249999,0.822249994,0.531499997
The Ugly Truth ,0.572000006,0.490600008,0.564200002
Black Christmas ,0.514999996,0.446333319,0.512333324
The Glass House ,0.596000016,0.263250001,0.444000006
Resurrecting the Champ ,0.780999998,0.73966668,0.824000001
Into the Woods ,0.543999985,0.225499995,0.368499994
Burlesque ,0.326999992,0.61500001,0.342999995
Knowing ,0.69933333,0.390999993,0.614333332
The Medallion ,0.75,0.50999999,0.709999979
The Ghost Writer ,0.443666657,0.616333336,0.517666658
Puss in Boots ,0.448666662,0.495666663,0.403666665
The Boss ,0.310000002,0.626999974,0.953999996
Gladiator ,0.5,0.833000004,0.865999997
Ice Princess ,0.644250005,0.438999988,0.39725
"Monsters, Inc. ",0.133000001,0.935000002,0.596000016
Terminator 3: Rise of the Machines ,0.446857146,0.524857138,0.622000005
San Andreas ,0.458999991,0.294,0.246000007
22 Jump Street ,0.609499991,0.594500005,0.504500002
On the Waterfront ,0.716000021,0.273999989,0.555999994
Lucky Break ,0.784999996,0.4375,0.581499994
Driving Lessons ,0.664499998,0.633000016,0.652999997
Pi ,0.469000012,0.264999986,0.400000006
Trust the Man ,0.736400008,0.540600002,0.717600006
The Spy Who Loved Me ,0.833499998,0.552833329,0.628833324
Movie 43 ,0.757999986,0.493000001,0.471499994
Hannibal Rising ,0.708499998,0.597499996,0.720499992
Suspect Zero ,0.152999997,0.752499998,0.480499998
Crimson Tide ,0.606000006,0.483666658,0.494666666
Maximum Risk ,0.481999986,0.769999981,0.644999996
Nowhere to Run ,0.636000007,0.82249999,0.492499992
The Last Station ,0.746000022,0.45100002,0.631999999
Jarhead ,0.407999992,0.529999971,0.463999987
The Good Thief ,0.716799998,0.488800001,0.610799986
The Flintstones in Viva Rock Vegas ,0.5845,0.336249996,0.544499986
The Game of Their Lives ,0.84460001,0.702399993,0.605800003
Match Point ,0.55399999,0.551750001,0.479500003
The Rite ,0.377999991,0.569999993,0.606000006
The Four Feathers ,0.555666655,0.258666664,0.246999994
The Astronaut Farmer ,0.734499991,0.516500011,0.612499982
The Last Dragon ,0.672500014,0.678000003,0.728500009
"Crazy, Stupid, Love. ",0.592000001,0.589999997,0.46333333
Lethal Weapon 4 ,0.105000002,0.819999993,0.787999988
Begin Again ,0.776666661,0.541333338,0.640333354
Legally Blonde ,0.678142854,0.449571431,0.716714297
The Book Thief ,0.581749991,0.429000007,0.515500002
Don't Be Afraid of the Dark ,0.132249998,0.580749989,0.383000001
Breaking Upwards ,0.708666662,0.395000001,0.542666674
Seeking a Friend for the End of the World ,0.586444442,0.441111108,0.512555556
About Time ,0.620000005,0.316249996,0.55400002
The Adjustment Bureau ,0.577249989,0.439999998,0.669249997
Buffalo '66 ,0.469000012,0.527999997,0.52700001
Katy Perry: Part of Me ,0.44924999,0.389249995,0.375249997
Ransom ,0.582000017,0.800000012,0.564999998
Whale Rider ,0.499333332,0.580666661,0.540333331
Last Orders ,0.809333324,0.356666669,0.74000001
The Road to El Dorado ,0.666500002,0.426000014,0.450000003
Ride Along ,0.75,0.559499994,0.546000004
The Princess Diaries ,0.791500002,0.424499989,0.541999996
The Masked Saint ,0.629999995,0.388833341,0.542666674
Lone Survivor ,0.374999995,0.393333331,0.473333339
Pitch Perfect ,0.79400001,0.548999995,0.756333341
The Players Club ,0.642,0.611999989,0.542666674
High Fidelity ,0.72966667,0.586666663,0.751333336
Winged Migration ,0.528750002,0.508749999,0.481999993
Half Past Dead ,0.337000003,0.51099999,0.367000002
Toy Story 3 ,0.765500009,0.412999988,0.489500001
Smiling Fish & Goat on Fire ,0.659000003,0.557222221,0.538111104
The Family Man ,0.726250008,0.507749997,0.68500001
Tropic Thunder ,0.570600009,0.613399994,0.536600006
It Follows ,0.656500012,0.498500004,0.53050001
Gentlemen Broncos ,0.5,0.50999999,0.47299999
Pooh's Heffalump Movie ,0.757999986,0.493000001,0.471499994
Holes ,0.531000018,0.310000002,0.330000013
8 Heads in a Duffel Bag ,0.520249993,0.353500001,0.474500015
Tomorrow Never Dies ,0.220999999,0.613999985,0.353749998
An American Haunting ,0.275999993,0.703500003,0.547999978
Metropolitan ,0.386999995,0.407999992,0.72299999
Black Snake Moan ,0.278999996,0.593199998,0.460600001
Dream House ,0.7852,0.266199997,0.463599998
Man on Wire ,0.550833339,0.460833336,0.551666672
Harriet the Spy ,0.25999999,0.68599999,0.529999971
10 Things I Hate About You ,0.230599999,0.582599998,0.384399998
Stand by Me ,0.601999998,0.320500001,0.467000008
Cold Mountain ,0.51285714,0.499999996,0.506714284
Best in Show ,0.647499979,0.655500025,0.604999989
3 Strikes ,0.43933333,0.774000009,0.679666658
The Bourne Identity ,0.654999991,0.388999999,0.59799999
Jackass: The Movie ,0.567999989,0.559333324,0.407333334
Serial Mom ,0.631999999,0.380333334,0.567999999
Running with Scissors ,0.576666673,0.702333331,0.42899999
Hedwig and the Angry Inch ,0.301500004,0.578499988,0.451999992
The Girl with the Dragon Tattoo ,0.590333343,0.665000002,0.559999992
Silver Linings Playbook ,0.574833329,0.376666675,0.449000001
Saving Silverman ,0.73633333,0.36666667,0.636999985
The Hundred-Foot Journey ,0.691,0.427000001,0.437249996
I Want Your Money ,0.758333325,0.560999999,0.672666669
State of Play ,0.773999989,0.625249997,0.585000001
The Simpsons Movie ,0.757999986,0.493000001,0.471499994
Doug's 1st Movie ,0.757999986,0.493000001,0.471499994
Bloody Sunday ,0.403500011,0.553000011,0.456
Out of the Furnace ,0.42899999,0.528999984,0.5
After Earth ,0.6875,0.271499991,0.566000015
Bran Nue Dae ,0.688000023,0.432999998,0.48300001
Big ,0.801999986,0.588,0.811999977
Dear Wendy ,0.879999995,0.433999985,0.629000008
Hamlet 2 ,0.573000014,0.270000011,0.397000015
28 Weeks Later ,0.540749989,0.285999998,0.375749998
The Juror ,0.582000017,0.639999986,0.75
The Robe ,0.593999982,0.216000006,0.298000008
Silent Hill: Revelation 3D ,0.672428578,0.457999996,0.557142867
Concussion ,0.071999997,0.708000004,0.481999993
The Legend of the Lone Ranger ,0.452750009,0.373500001,0.515000001
Inside Out ,0.618499994,0.482999995,0.611000001
The Rookie ,0.583000004,0.370000005,0.197999999
Love in the Time of Cholera ,0.724100002,0.476299995,0.596600008
Regression ,0.289666663,0.458666662,0.329000006
Gods and Monsters ,0.545999999,0.583666672,0.690333327
Spider-Man ,0.485200006,0.582599998,0.579000008
Fabled ,0.643999994,0.462499991,0.467000008
Naked Gun 33 1/3: The Final Insult ,0.333000001,0.594199996,0.505599996
The Magic Sword: Quest for Camelot ,0.705999993,0.670750007,0.607750013
Poolhall Junkies ,0.259999998,0.727500021,0.353
Magic Mike ,0.761666656,0.559666673,0.532000015
The Words ,0.638333321,0.323666667,0.514333328
Indiana Jones and the Temple of Doom ,0.241999996,0.59133333,0.467666676
Stuart Little 2 ,0.38499999,0.159999996,0.213
Random Hearts ,0.652666678,0.510833328,0.531333337
Love & Other Drugs ,0.652999999,0.615125,0.548124999
Delivery Man ,0.660250008,0.527249999,0.720750012
The Hurt Locker ,0.189500002,0.632750005,0.342000004
Need for Speed ,0.585199994,0.626599997,0.559200004
Spy Kids 3-D: Game Over ,0.685000002,0.614166667,0.44766666
Howard the Duck ,0.468999997,0.455000013,0.265000001
Imagine That ,0.729166657,0.485166664,0.547666674
Dawn of the Planet of the Apes ,0.698199999,0.363399997,0.563599998
"It's a Mad, Mad, Mad, Mad World ",0.345749993,0.670750007,0.440499999
Extremely Loud & Incredibly Close ,0.500999998,0.565900002,0.628
The Hunchback of Notre Dame ,0.451000005,0.434999987,0.379500002
Aquamarine ,0.728999972,0.305999994,0.412999988
Muppets Most Wanted ,0.715499997,0.537500009,0.595499992
